id,vesselName,vhash,companyName,chash,platformName,phash,voyageCount,multi,sortid
946,HAVILA CRUSADER,1798630972,REPSOL,-1881188397,CARNOUSTIE,-2071798339,3,0,10
947,HAVILA CRUSADER,1798630972,REPSOL,-1881188397,MONTROSE,463927351,3,0,13
948,GRAMPIAN SCEPTRE,398550601,REPSOL,-1881188397,ARKWRIGHT,68113087,1,0,8
949,VESTLAND CETUS,-1663906517,ENQUEST,-876275271,CRATHES,1743397588,3,0,37
950,VESTLAND CETUS,-1663906517,ENQUEST,-876275271,KITTIWAKE,-28175409,3,0,35
951,VESTLAND CETUS,-1663906517,ENQUEST,-876275271,SCOLTY,-1854442638,3,0,38
952,SKANDI BARRA,954942860,TOTAL,80012068,ELGIN,66057637,1,0,67
953,SKANDI RONA,-1354178746,SHELL,78865936,SCOTER (oil),-1442538815,3,0,1
954,SKANDI RONA,-1354178746,SHELL,78865936,MERGANSER,115750726,3,0,2
955,SKANDI RONA,-1354178746,SHELL,78865936,HERON,68630420,3,0,3
956,ISLAND CHALLENGER,-1182779558,BP,2126,MIRREN,-2020581755,2,0,65
957,ISLAND CHALLENGER,-1182779558,BP,2126,MARNOCK-SKUA (cond),-1044193739,2,0,6
958,SEA TANTALUS,1033933901,NEXEN,74177002,GOLDEN EAGLE,1429227533,1,0,46
959,NORTH     MARINER,657095701,NEXEN,74177002,GOLDEN EAGLE,1429227533,1,0,46
960,NORTH     MARINER,657095701,NEXEN,74177002,ETTRICK,-701815836,1,0,45
961,HAVILA CRUSADER,1798630972,REPSOL,-1881188397,SHAW,2543947,2,0,9
962,HAVILA CRUSADER,1798630972,REPSOL,-1881188397,ARKWRIGHT,68113087,2,0,8
963,GRAMPIAN SCEPTRE,398550601,REPSOL,-1881188397,WOOD,2670253,2,0,12
964,GRAMPIAN SCEPTRE,398550601,REPSOL,-1881188397,CARNOUSTIE,-2071798339,2,0,10
